Edge1-Edge2	KappaScore
R-HSA:5683385 (term-term) R-HSA:1474165	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:1500620	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:157579	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:171306	1.0
R-HSA:5683385 (term-term) R-HSA:176700	1.0
R-HSA:5683385 (term-term) R-HSA:181450	1.0
R-HSA:5683385 (term-term) R-HSA:1912408	1.0
R-HSA:5683385 (term-term) R-HSA:201681	0.48927038626609465
R-HSA:5683385 (term-term) R-HSA:201722	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:212165	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:212222	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:212252	1.0
R-HSA:5683385 (term-term) R-HSA:212263	1.0
R-HSA:5683385 (term-term) R-HSA:212269	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:212300	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:2172678	1.0
R-HSA:5683385 (term-term) R-HSA:2245218	1.0
R-HSA:5683385 (term-term) R-HSA:2288097	1.0
R-HSA:5683385 (term-term) R-HSA:2294574	1.0
R-HSA:5683385 (term-term) R-HSA:2294580	1.0
R-HSA:5683385 (term-term) R-HSA:2294590	1.0
R-HSA:5683385 (term-term) R-HSA:2294600	1.0
R-HSA:5683385 (term-term) R-HSA:2299718	1.0
R-HSA:5683385 (term-term) R-HSA:2301205	1.0
R-HSA:5683385 (term-term) R-HSA:2559580	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:2559582	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:2559586	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:2990846	0.48927038626609465
R-HSA:5683385 (term-term) R-HSA:3108232	0.48927038626609465
R-HSA:5683385 (term-term) R-HSA:3214815	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:3214841	1.0
R-HSA:5683385 (term-term) R-HSA:3214842	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:3214858	1.0
R-HSA:5683385 (term-term) R-HSA:3222593	1.0
R-HSA:5683385 (term-term) R-HSA:3223200	1.0
R-HSA:5683385 (term-term) R-HSA:3229089	1.0
R-HSA:5683385 (term-term) R-HSA:3229102	1.0
R-HSA:5683385 (term-term) R-HSA:3240295	1.0
R-HSA:5683385 (term-term) R-HSA:3301345	1.0
R-HSA:5683385 (term-term) R-HSA:3318415	1.0
R-HSA:5683385 (term-term) R-HSA:3321805	1.0
R-HSA:5683385 (term-term) R-HSA:3321883	1.0
R-HSA:5683385 (term-term) R-HSA:3321975	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:3364026	1.0
R-HSA:5683385 (term-term) R-HSA:3451147	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:3662318	1.0
R-HSA:5683385 (term-term) R-HSA:3662335	1.0
R-HSA:5683385 (term-term) R-HSA:3697008	1.0
R-HSA:5683385 (term-term) R-HSA:3697920	1.0
R-HSA:5683385 (term-term) R-HSA:3769447	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:3777129	1.0
R-HSA:5683385 (term-term) R-HSA:3782637	1.0
R-HSA:5683385 (term-term) R-HSA:3782655	1.0
R-HSA:5683385 (term-term) R-HSA:3785711	1.0
R-HSA:5683385 (term-term) R-HSA:3788745	1.0
R-HSA:5683385 (term-term) R-HSA:3788748	1.0
R-HSA:5683385 (term-term) R-HSA:427336	1.0
R-HSA:5683385 (term-term) R-HSA:427337	1.0
R-HSA:5683385 (term-term) R-HSA:427359	1.0
R-HSA:5683385 (term-term) R-HSA:427383	1.0
R-HSA:5683385 (term-term) R-HSA:427389	1.0
R-HSA:5683385 (term-term) R-HSA:427413	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:427514	1.0
R-HSA:5683385 (term-term) R-HSA:427527	1.0
R-HSA:5683385 (term-term) R-HSA:427528	1.0
R-HSA:5683385 (term-term) R-HSA:433672	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:4551638	1.0
R-HSA:5683385 (term-term) R-HSA:4570485	1.0
R-HSA:5683385 (term-term) R-HSA:4570496	1.0
R-HSA:5683385 (term-term) R-HSA:5144542	1.0
R-HSA:5683385 (term-term) R-HSA:5205798	1.0
R-HSA:5683385 (term-term) R-HSA:5205861	1.0
R-HSA:5683385 (term-term) R-HSA:5212679	1.0
R-HSA:5683385 (term-term) R-HSA:5227490	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5250924	1.0
R-HSA:5683385 (term-term) R-HSA:5250938	1.0
R-HSA:5683385 (term-term) R-HSA:5250941	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5334097	1.0
R-HSA:5683385 (term-term) R-HSA:5334099	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5334118	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:5334151	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:5334152	1.0
R-HSA:5683385 (term-term) R-HSA:5334160	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:5334164	1.0
R-HSA:5683385 (term-term) R-HSA:5334179	1.0
R-HSA:5683385 (term-term) R-HSA:5423038	1.0
R-HSA:5683385 (term-term) R-HSA:5423117	1.0
R-HSA:5683385 (term-term) R-HSA:5578742	1.0
R-HSA:5683385 (term-term) R-HSA:5617431	1.0
R-HSA:5683385 (term-term) R-HSA:5617445	1.0
R-HSA:5683385 (term-term) R-HSA:5617452	1.0
R-HSA:5683385 (term-term) R-HSA:5617454	1.0
R-HSA:5683385 (term-term) R-HSA:5617462	1.0
R-HSA:5683385 (term-term) R-HSA:5617471	1.0
R-HSA:5683385 (term-term) R-HSA:5617483	1.0
R-HSA:5683385 (term-term) R-HSA:5617484	1.0
R-HSA:5683385 (term-term) R-HSA:5617486	1.0
R-HSA:5683385 (term-term) R-HSA:5617492	1.0
R-HSA:5683385 (term-term) R-HSA:5617641	1.0
R-HSA:5683385 (term-term) R-HSA:5617642	1.0
R-HSA:5683385 (term-term) R-HSA:5617650	1.0
R-HSA:5683385 (term-term) R-HSA:5617661	1.0
R-HSA:5683385 (term-term) R-HSA:5617672	1.0
R-HSA:5683385 (term-term) R-HSA:5617676	1.0
R-HSA:5683385 (term-term) R-HSA:5617859	1.0
R-HSA:5683385 (term-term) R-HSA:5617862	1.0
R-HSA:5683385 (term-term) R-HSA:5617866	1.0
R-HSA:5683385 (term-term) R-HSA:5617867	1.0
R-HSA:5683385 (term-term) R-HSA:5617874	1.0
R-HSA:5683385 (term-term) R-HSA:5617877	1.0
R-HSA:5683385 (term-term) R-HSA:5617887	1.0
R-HSA:5683385 (term-term) R-HSA:5617896	1.0
R-HSA:5683385 (term-term) R-HSA:5621002	1.0
R-HSA:5683385 (term-term) R-HSA:5621010	1.0
R-HSA:5683385 (term-term) R-HSA:5625740	0.7848101265822786
R-HSA:5683385 (term-term) R-HSA:5625774	1.0
R-HSA:5683385 (term-term) R-HSA:5625784	1.0
R-HSA:5683385 (term-term) R-HSA:5625796	1.0
R-HSA:5683385 (term-term) R-HSA:5625797	1.0
R-HSA:5683385 (term-term) R-HSA:5625848	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5625849	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5625870	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5625883	1.0
R-HSA:5683385 (term-term) R-HSA:5625886	0.8811188811188815
R-HSA:5683385 (term-term) R-HSA:5651654	1.0
R-HSA:5683385 (term-term) R-HSA:5651657	1.0
R-HSA:5683385 (term-term) R-HSA:5661124	1.0
R-HSA:5683385 (term-term) R-HSA:5661125	1.0
R-HSA:5683385 (term-term) R-HSA:5661126	1.0
R-HSA:5683385 (term-term) R-HSA:5682586	1.0
R-HSA:5683385 (term-term) R-HSA:5682588	1.0
R-HSA:5683385 (term-term) R-HSA:5682598	1.0
R-HSA:5683385 (term-term) R-HSA:5682607	1.0
R-HSA:5683385 (term-term) R-HSA:5682629	1.0
R-HSA:5683385 (term-term) R-HSA:5682858	1.0
R-HSA:5683385 (term-term) R-HSA:5682863	1.0
R-HSA:5683385 (term-term) R-HSA:5682965	1.0
R-HSA:5683385 (term-term) R-HSA:5682967	1.0
R-HSA:5683385 (term-term) R-HSA:5682983	1.0
R-HSA:5683385 (term-term) R-HSA:5682992	1.0
R-HSA:5683385 (term-term) R-HSA:5683077	1.0
R-HSA:5683385 (term-term) R-HSA:5683384	1.0
R-HSA:5683405 (term-term) KEGG:05203	0.5812807881773403
R-HSA:5683405 (term-term) R-HSA:110328	1.0
R-HSA:5683405 (term-term) R-HSA:110329	1.0
R-HSA:5683405 (term-term) R-HSA:110330	1.0
R-HSA:5683405 (term-term) R-HSA:110331	1.0
R-HSA:5683405 (term-term) R-HSA:1214188	1.0
R-HSA:5683405 (term-term) R-HSA:1221632	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:1474165	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:1500620	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:157579	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:171306	1.0
R-HSA:5683405 (term-term) R-HSA:176700	1.0
R-HSA:5683405 (term-term) R-HSA:181450	1.0
R-HSA:5683405 (term-term) R-HSA:1912408	1.0
R-HSA:5683405 (term-term) R-HSA:201681	0.48927038626609465
R-HSA:5683405 (term-term) R-HSA:201722	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:212165	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:212222	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:212252	1.0
R-HSA:5683405 (term-term) R-HSA:212263	1.0
R-HSA:5683405 (term-term) R-HSA:212269	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:212300	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:2172678	1.0
R-HSA:5683405 (term-term) R-HSA:2245218	1.0
R-HSA:5683405 (term-term) R-HSA:2288097	1.0
R-HSA:5683405 (term-term) R-HSA:2294574	1.0
R-HSA:5683405 (term-term) R-HSA:2294580	1.0
R-HSA:5683405 (term-term) R-HSA:2294590	1.0
R-HSA:5683405 (term-term) R-HSA:2294600	1.0
R-HSA:5683405 (term-term) R-HSA:2299718	1.0
R-HSA:5683405 (term-term) R-HSA:2301205	1.0
R-HSA:5683405 (term-term) R-HSA:2559580	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:2559582	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:2559586	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:2990846	0.48927038626609465
R-HSA:5683405 (term-term) R-HSA:3108232	0.48927038626609465
R-HSA:5683405 (term-term) R-HSA:3214815	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:3214841	1.0
R-HSA:5683405 (term-term) R-HSA:3214842	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:3214858	1.0
R-HSA:5683405 (term-term) R-HSA:3222593	1.0
R-HSA:5683405 (term-term) R-HSA:3223200	1.0
R-HSA:5683405 (term-term) R-HSA:3229089	1.0
R-HSA:5683405 (term-term) R-HSA:3229102	1.0
R-HSA:5683405 (term-term) R-HSA:3240295	1.0
R-HSA:5683405 (term-term) R-HSA:3301345	1.0
R-HSA:5683405 (term-term) R-HSA:3318415	1.0
R-HSA:5683405 (term-term) R-HSA:3321805	1.0
R-HSA:5683405 (term-term) R-HSA:3321883	1.0
R-HSA:5683405 (term-term) R-HSA:3321975	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:3364026	1.0
R-HSA:5683405 (term-term) R-HSA:3451147	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:3662318	1.0
R-HSA:5683405 (term-term) R-HSA:3662335	1.0
R-HSA:5683405 (term-term) R-HSA:3697008	1.0
R-HSA:5683405 (term-term) R-HSA:3697920	1.0
R-HSA:5683405 (term-term) R-HSA:3769447	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:3777129	1.0
R-HSA:5683405 (term-term) R-HSA:3782637	1.0
R-HSA:5683405 (term-term) R-HSA:3782655	1.0
R-HSA:5683405 (term-term) R-HSA:3785711	1.0
R-HSA:5683405 (term-term) R-HSA:3788745	1.0
R-HSA:5683405 (term-term) R-HSA:3788748	1.0
R-HSA:5683405 (term-term) R-HSA:427336	1.0
R-HSA:5683405 (term-term) R-HSA:427337	1.0
R-HSA:5683405 (term-term) R-HSA:427359	1.0
R-HSA:5683405 (term-term) R-HSA:427383	1.0
R-HSA:5683405 (term-term) R-HSA:427389	1.0
R-HSA:5683405 (term-term) R-HSA:427413	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:427514	1.0
R-HSA:5683405 (term-term) R-HSA:427527	1.0
R-HSA:5683405 (term-term) R-HSA:427528	1.0
R-HSA:5683405 (term-term) R-HSA:433672	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:4551638	1.0
R-HSA:5683405 (term-term) R-HSA:4570485	1.0
R-HSA:5683405 (term-term) R-HSA:4570496	1.0
R-HSA:5683405 (term-term) R-HSA:5144542	1.0
R-HSA:5683405 (term-term) R-HSA:5205798	1.0
R-HSA:5683405 (term-term) R-HSA:5205861	1.0
R-HSA:5683405 (term-term) R-HSA:5212679	1.0
R-HSA:5683405 (term-term) R-HSA:5227490	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5250924	1.0
R-HSA:5683405 (term-term) R-HSA:5250938	1.0
R-HSA:5683405 (term-term) R-HSA:5250941	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5334097	1.0
R-HSA:5683405 (term-term) R-HSA:5334099	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5334118	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:5334151	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:5334152	1.0
R-HSA:5683405 (term-term) R-HSA:5334160	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:5334164	1.0
R-HSA:5683405 (term-term) R-HSA:5334179	1.0
R-HSA:5683405 (term-term) R-HSA:5423038	1.0
R-HSA:5683405 (term-term) R-HSA:5423117	1.0
R-HSA:5683405 (term-term) R-HSA:5578742	1.0
R-HSA:5683405 (term-term) R-HSA:5617431	1.0
R-HSA:5683405 (term-term) R-HSA:5617445	1.0
R-HSA:5683405 (term-term) R-HSA:5617452	1.0
R-HSA:5683405 (term-term) R-HSA:5617454	1.0
R-HSA:5683405 (term-term) R-HSA:5617462	1.0
R-HSA:5683405 (term-term) R-HSA:5617471	1.0
R-HSA:5683405 (term-term) R-HSA:5617483	1.0
R-HSA:5683405 (term-term) R-HSA:5617484	1.0
R-HSA:5683405 (term-term) R-HSA:5617486	1.0
R-HSA:5683405 (term-term) R-HSA:5617492	1.0
R-HSA:5683405 (term-term) R-HSA:5617641	1.0
R-HSA:5683405 (term-term) R-HSA:5617642	1.0
R-HSA:5683405 (term-term) R-HSA:5617650	1.0
R-HSA:5683405 (term-term) R-HSA:5617661	1.0
R-HSA:5683405 (term-term) R-HSA:5617672	1.0
R-HSA:5683405 (term-term) R-HSA:5617676	1.0
R-HSA:5683405 (term-term) R-HSA:5617859	1.0
R-HSA:5683405 (term-term) R-HSA:5617862	1.0
R-HSA:5683405 (term-term) R-HSA:5617866	1.0
R-HSA:5683405 (term-term) R-HSA:5617867	1.0
R-HSA:5683405 (term-term) R-HSA:5617874	1.0
R-HSA:5683405 (term-term) R-HSA:5617877	1.0
R-HSA:5683405 (term-term) R-HSA:5617887	1.0
R-HSA:5683405 (term-term) R-HSA:5617896	1.0
R-HSA:5683405 (term-term) R-HSA:5621002	1.0
R-HSA:5683405 (term-term) R-HSA:5621010	1.0
R-HSA:5683405 (term-term) R-HSA:5625740	0.7848101265822786
R-HSA:5683405 (term-term) R-HSA:5625774	1.0
R-HSA:5683405 (term-term) R-HSA:5625784	1.0
R-HSA:5683405 (term-term) R-HSA:5625796	1.0
R-HSA:5683405 (term-term) R-HSA:5625797	1.0
R-HSA:5683405 (term-term) R-HSA:5625848	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5625849	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5625870	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5625883	1.0
R-HSA:5683405 (term-term) R-HSA:5625886	0.8811188811188815
R-HSA:5683405 (term-term) R-HSA:5651654	1.0
R-HSA:5683405 (term-term) R-HSA:5651657	1.0
R-HSA:5683405 (term-term) R-HSA:5661124	1.0
R-HSA:5683405 (term-term) R-HSA:5661125	1.0
R-HSA:5683405 (term-term) R-HSA:5661126	1.0
R-HSA:5683405 (term-term) R-HSA:5682586	1.0
R-HSA:5683405 (term-term) R-HSA:5682588	1.0
R-HSA:5683405 (term-term) R-HSA:5682598	1.0
R-HSA:5683405 (term-term) R-HSA:5682607	1.0
R-HSA:5683405 (term-term) R-HSA:5682629	1.0
R-HSA:5683405 (term-term) R-HSA:5682858	1.0
R-HSA:5683405 (term-term) R-HSA:5682863	1.0
R-HSA:5683405 (term-term) R-HSA:5682965	1.0
R-HSA:5683405 (term-term) R-HSA:5682967	1.0
R-HSA:5683405 (term-term) R-HSA:5682983	1.0
R-HSA:5683405 (term-term) R-HSA:5682992	1.0
R-HSA:5683405 (term-term) R-HSA:5683077	1.0
R-HSA:5683405 (term-term) R-HSA:5683384	1.0
R-HSA:5683405 (term-term) R-HSA:5683385	1.0
R-HSA:5683425 (term-term) KEGG:05203	0.5812807881773403
R-HSA:5683425 (term-term) R-HSA:110328	1.0
R-HSA:5683425 (term-term) R-HSA:110329	1.0
R-HSA:5683425 (term-term) R-HSA:110330	1.0
R-HSA:5683425 (term-term) R-HSA:110331	1.0
R-HSA:5683425 (term-term) R-HSA:1214188	1.0
R-HSA:5683425 (term-term) R-HSA:1221632	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:1474165	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:1500620	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:157579	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:171306	1.0
R-HSA:5683425 (term-term) R-HSA:176700	1.0
R-HSA:5683425 (term-term) R-HSA:181450	1.0
R-HSA:5683425 (term-term) R-HSA:1912408	1.0
R-HSA:5683425 (term-term) R-HSA:201681	0.48927038626609465
R-HSA:5683425 (term-term) R-HSA:201722	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:212165	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:212222	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:212252	1.0
R-HSA:5683425 (term-term) R-HSA:212263	1.0
R-HSA:5683425 (term-term) R-HSA:212269	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:212300	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:2172678	1.0
R-HSA:5683425 (term-term) R-HSA:2245218	1.0
R-HSA:5683425 (term-term) R-HSA:2288097	1.0
R-HSA:5683425 (term-term) R-HSA:2294574	1.0
R-HSA:5683425 (term-term) R-HSA:2294580	1.0
R-HSA:5683425 (term-term) R-HSA:2294590	1.0
R-HSA:5683425 (term-term) R-HSA:2294600	1.0
R-HSA:5683425 (term-term) R-HSA:2299718	1.0
R-HSA:5683425 (term-term) R-HSA:2301205	1.0
R-HSA:5683425 (term-term) R-HSA:2559580	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:2559582	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:2559586	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:2990846	0.48927038626609465
R-HSA:5683425 (term-term) R-HSA:3108232	0.48927038626609465
R-HSA:5683425 (term-term) R-HSA:3214815	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:3214841	1.0
R-HSA:5683425 (term-term) R-HSA:3214842	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:3214858	1.0
R-HSA:5683425 (term-term) R-HSA:3222593	1.0
R-HSA:5683425 (term-term) R-HSA:3223200	1.0
R-HSA:5683425 (term-term) R-HSA:3229089	1.0
R-HSA:5683425 (term-term) R-HSA:3229102	1.0
R-HSA:5683425 (term-term) R-HSA:3240295	1.0
R-HSA:5683425 (term-term) R-HSA:3301345	1.0
R-HSA:5683425 (term-term) R-HSA:3318415	1.0
R-HSA:5683425 (term-term) R-HSA:3321805	1.0
R-HSA:5683425 (term-term) R-HSA:3321883	1.0
R-HSA:5683425 (term-term) R-HSA:3321975	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:3364026	1.0
R-HSA:5683425 (term-term) R-HSA:3451147	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:3662318	1.0
R-HSA:5683425 (term-term) R-HSA:3662335	1.0
R-HSA:5683425 (term-term) R-HSA:3697008	1.0
R-HSA:5683425 (term-term) R-HSA:3697920	1.0
R-HSA:5683425 (term-term) R-HSA:3769447	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:3777129	1.0
R-HSA:5683425 (term-term) R-HSA:3782637	1.0
R-HSA:5683425 (term-term) R-HSA:3782655	1.0
R-HSA:5683425 (term-term) R-HSA:3785711	1.0
R-HSA:5683425 (term-term) R-HSA:3788745	1.0
R-HSA:5683425 (term-term) R-HSA:3788748	1.0
R-HSA:5683425 (term-term) R-HSA:427336	1.0
R-HSA:5683425 (term-term) R-HSA:427337	1.0
R-HSA:5683425 (term-term) R-HSA:427359	1.0
R-HSA:5683425 (term-term) R-HSA:427383	1.0
R-HSA:5683425 (term-term) R-HSA:427389	1.0
R-HSA:5683425 (term-term) R-HSA:427413	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:427514	1.0
R-HSA:5683425 (term-term) R-HSA:427527	1.0
R-HSA:5683425 (term-term) R-HSA:427528	1.0
R-HSA:5683425 (term-term) R-HSA:433672	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:4551638	1.0
R-HSA:5683425 (term-term) R-HSA:4570485	1.0
R-HSA:5683425 (term-term) R-HSA:4570496	1.0
R-HSA:5683425 (term-term) R-HSA:5144542	1.0
R-HSA:5683425 (term-term) R-HSA:5205798	1.0
R-HSA:5683425 (term-term) R-HSA:5205861	1.0
R-HSA:5683425 (term-term) R-HSA:5212679	1.0
R-HSA:5683425 (term-term) R-HSA:5227490	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5250924	1.0
R-HSA:5683425 (term-term) R-HSA:5250938	1.0
R-HSA:5683425 (term-term) R-HSA:5250941	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5334097	1.0
R-HSA:5683425 (term-term) R-HSA:5334099	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5334118	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:5334151	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:5334152	1.0
R-HSA:5683425 (term-term) R-HSA:5334160	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:5334164	1.0
R-HSA:5683425 (term-term) R-HSA:5334179	1.0
R-HSA:5683425 (term-term) R-HSA:5423038	1.0
R-HSA:5683425 (term-term) R-HSA:5423117	1.0
R-HSA:5683425 (term-term) R-HSA:5578742	1.0
R-HSA:5683425 (term-term) R-HSA:5617431	1.0
R-HSA:5683425 (term-term) R-HSA:5617445	1.0
R-HSA:5683425 (term-term) R-HSA:5617452	1.0
R-HSA:5683425 (term-term) R-HSA:5617454	1.0
R-HSA:5683425 (term-term) R-HSA:5617462	1.0
R-HSA:5683425 (term-term) R-HSA:5617471	1.0
R-HSA:5683425 (term-term) R-HSA:5617483	1.0
R-HSA:5683425 (term-term) R-HSA:5617484	1.0
R-HSA:5683425 (term-term) R-HSA:5617486	1.0
R-HSA:5683425 (term-term) R-HSA:5617492	1.0
R-HSA:5683425 (term-term) R-HSA:5617641	1.0
R-HSA:5683425 (term-term) R-HSA:5617642	1.0
R-HSA:5683425 (term-term) R-HSA:5617650	1.0
R-HSA:5683425 (term-term) R-HSA:5617661	1.0
R-HSA:5683425 (term-term) R-HSA:5617672	1.0
R-HSA:5683425 (term-term) R-HSA:5617676	1.0
R-HSA:5683425 (term-term) R-HSA:5617859	1.0
R-HSA:5683425 (term-term) R-HSA:5617862	1.0
R-HSA:5683425 (term-term) R-HSA:5617866	1.0
R-HSA:5683425 (term-term) R-HSA:5617867	1.0
R-HSA:5683425 (term-term) R-HSA:5617874	1.0
R-HSA:5683425 (term-term) R-HSA:5617877	1.0
R-HSA:5683425 (term-term) R-HSA:5617887	1.0
R-HSA:5683425 (term-term) R-HSA:5617896	1.0
R-HSA:5683425 (term-term) R-HSA:5621002	1.0
R-HSA:5683425 (term-term) R-HSA:5621010	1.0
R-HSA:5683425 (term-term) R-HSA:5625740	0.7848101265822786
R-HSA:5683425 (term-term) R-HSA:5625774	1.0
R-HSA:5683425 (term-term) R-HSA:5625784	1.0
R-HSA:5683425 (term-term) R-HSA:5625796	1.0
R-HSA:5683425 (term-term) R-HSA:5625797	1.0
R-HSA:5683425 (term-term) R-HSA:5625848	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5625849	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5625870	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5625883	1.0
R-HSA:5683425 (term-term) R-HSA:5625886	0.8811188811188815
R-HSA:5683425 (term-term) R-HSA:5651654	1.0
R-HSA:5683425 (term-term) R-HSA:5651657	1.0
R-HSA:5683425 (term-term) R-HSA:5661124	1.0
R-HSA:5683425 (term-term) R-HSA:5661125	1.0
R-HSA:5683425 (term-term) R-HSA:5661126	1.0
R-HSA:5683425 (term-term) R-HSA:5682586	1.0
R-HSA:5683425 (term-term) R-HSA:5682588	1.0
R-HSA:5683425 (term-term) R-HSA:5682598	1.0
R-HSA:5683425 (term-term) R-HSA:5682607	1.0
R-HSA:5683425 (term-term) R-HSA:5682629	1.0
R-HSA:5683425 (term-term) R-HSA:5682858	1.0
R-HSA:5683425 (term-term) R-HSA:5682863	1.0
R-HSA:5683425 (term-term) R-HSA:5682965	1.0
R-HSA:5683425 (term-term) R-HSA:5682967	1.0
R-HSA:5683425 (term-term) R-HSA:5682983	1.0
R-HSA:5683425 (term-term) R-HSA:5682992	1.0
R-HSA:5683425 (term-term) R-HSA:5683077	1.0
R-HSA:5683425 (term-term) R-HSA:5683384	1.0
R-HSA:5683425 (term-term) R-HSA:5683385	1.0
R-HSA:5683425 (term-term) R-HSA:5683405	1.0
R-HSA:5683735 (term-term) KEGG:05203	0.5812807881773403
R-HSA:5683735 (term-term) R-HSA:110328	1.0
R-HSA:5683735 (term-term) R-HSA:110329	1.0
R-HSA:5683735 (term-term) R-HSA:110330	1.0
R-HSA:5683735 (term-term) R-HSA:110331	1.0
R-HSA:5683735 (term-term) R-HSA:1214188	1.0
R-HSA:5683735 (term-term) R-HSA:1221632	0.7848101265822786
R-HSA:5683735 (term-term) R-HSA:1474165	0.7848101265822786
R-HSA:5683735 (term-term) R-HSA:1500620	0.7848101265822786
R-HSA:5683735 (term-term) R-HSA:157579	0.8811188811188815
R-HSA:5683735 (term-term) R-HSA:171306	1.0
R-HSA:5683735 (term-term) R-HSA:176700	1.0
R-HSA:5683735 (term-term) R-HSA:181450	1.0
R-HSA:5683735 (term-term) R-HSA:1912408	1.0
R-HSA:5683735 (term-term) R-HSA:201681	0.48927038626609465
R-HSA:5683735 (term-term) R-HSA:201722	0.8811188811188815
R-HSA:5683735 (term-term) R-HSA:212165	0.7848101265822786
R-HSA:5683735 (term-term) R-HSA:212222	0.8811188811188815
R-HSA:5683735 (term-term) R-HSA:212252	1.0
R-HSA:5683735 (term-term) R-HSA:212263	1.0
R-HSA:5683735 (term-term) R-HSA:212269	0.8811188811188815
R-HSA:5683735 (term-term) R-HSA:212300	0.8811188811188815
R-HSA:5683735 (term-term) R-HSA:2172678	1.0
